Review,Rating,Sentiment,tokenization,Review_Normalized,df_token_stemm,Review_clean
enakkkk banget kuenyaaa,5,Positive,"['enakkkk', 'banget', 'kuenyaaa']","['enakkkk', 'banget', 'kuenyaaa']","['enakkkk', 'banget', 'kuenyaaa']",enakkkk banget kuenyaaa
enaaak bgt,5,Positive,"['enaaak', 'bgt']","['enaaak', 'banget']","['enaaak', 'banget']",enaaak banget
enakk terima kasih,5,Positive,"['enakk', 'terima', 'kasih']","['enakk', 'terima', 'kasih']","['enakk', 'terima', 'kasih']",enakk terima kasih
enak banget pasti order lagi,5,Positive,"['enak', 'banget', 'pasti', 'order', 'lagi']","['enak', 'banget', 'pasti', 'beli', 'lagi']","['enak', 'banget', 'pasti', 'beli', 'lagi']",enak banget beli
respond dari penjual yg sangat membantu dlm proses pengorderan carrot cakenya juga mantap,5,Positive,"['respond', 'dari', 'penjual', 'yg', 'sangat', 'membantu', 'dlm', 'proses', 'pengorderan', 'carrot', 'cakenya', 'juga', 'mantap']","['respons', 'dari', 'penjual', 'yang', 'sangat', 'membantu', 'dalam', 'proses', 'pemesanan', 'carrot', 'kue', 'juga', 'mantap']","['respons', 'dari', 'jual', 'yang', 'sangat', 'bantu', 'dalam', 'proses', 'mesan', 'carrot', 'kue', 'juga', 'mantap']",respons jual bantu proses mesan carrot kue mantap
seneng banget pelayanannya gercep kuenya enak bangeettt ni ud kedua  nya beli di sini puassss bgt,5,Positive,"['seneng', 'banget', 'pelayanannya', 'gercep', 'kuenya', 'enak', 'bangeettt', 'ni', 'ud', 'kedua', 'nya', 'beli', 'di', 'sini', 'puassss', 'bgt']","['senang', 'banget', 'pelayanannya', 'cepat', 'kuenya', 'enak', 'bangeettt', 'ni', 'sudah', 'kedua', 'nya', 'beli', 'di', 'sini', 'puassss', 'banget']","['senang', 'banget', 'layan', 'cepat', 'kue', 'enak', 'bangeettt', 'ni', 'sudah', 'dua', 'nya', 'beli', 'di', 'sini', 'puassss', 'banget']",senang banget layan cepat kue enak bangeettt ni nya beli puassss banget
enak bangettt,5,Positive,"['enak', 'bangettt']","['enak', 'bangettt']","['enak', 'bangettt']",enak bangettt
rasanya enak banget gak terlalu manis cocok buat yg diet ato ortu nanti bli lagi ya klu ada senior yg ultah,5,Positive,"['rasanya', 'enak', 'banget', 'gak', 'terlalu', 'manis', 'cocok', 'buat', 'yg', 'diet', 'ato', 'ortu', 'nanti', 'bli', 'lagi', 'ya', 'klu', 'ada', 'senior', 'yg', 'ultah']","['rasanya', 'enak', 'banget', 'tidak', 'terlalu', 'manis', 'cocok', 'buat', 'yang', 'diet', 'atau', 'ortu', 'nanti', 'beli', 'lagi', 'ya', 'kalau', 'ada', 'senior', 'yang', 'ultah']","['rasa', 'enak', 'banget', 'tidak', 'terlalu', 'manis', 'cocok', 'buat', 'yang', 'diet', 'atau', 'ortu', 'nanti', 'beli', 'lagi', 'ya', 'kalau', 'ada', 'senior', 'yang', 'ultah']",enak banget manis cocok diet ortu beli ya senior ultah
seller ramah dan baik dalam merespon cake nya enak dan rapi,5,Positive,"['seller', 'ramah', 'dan', 'baik', 'dalam', 'merespon', 'cake', 'nya', 'enak', 'dan', 'rapi']","['seller', 'ramah', 'dan', 'baik', 'dalam', 'respons', 'kue', 'nya', 'enak', 'dan', 'rapi']","['seller', 'ramah', 'dan', 'baik', 'dalam', 'respons', 'kue', 'nya', 'enak', 'dan', 'rapi']",seller ramah respons kue nya enak rapi
ueenak tenan carrot dan kayu manisnya terasa rasanya pas sesuai selera,5,Positive,"['ueenak', 'tenan', 'carrot', 'dan', 'kayu', 'manisnya', 'terasa', 'rasanya', 'pas', 'sesuai', 'selera']","['ueenak', 'sungguh', 'carrot', 'dan', 'kayu', 'manis', 'terasa', 'rasanya', 'pas', 'sesuai', 'selera']","['ueenak', 'sungguh', 'carrot', 'dan', 'kayu', 'manis', 'asa', 'rasa', 'pas', 'sesuai', 'selera']",ueenak sungguh carrot kayu manis asa pas sesuai selera
sumpah kuenya enak bgt satu tidak terlalu manis pas enak dua lembt bgt bolunya aku suka tiga kuenya cantik  responya baik dan cpt jatuh cinta dech sama toko ini kuenya enak aku cocok,5,Positive,"['sumpah', 'kuenya', 'enak', 'bgt', 'satu', 'tidak', 'terlalu', 'manis', 'pas', 'enak', 'dua', 'lembt', 'bgt', 'bolunya', 'aku', 'suka', 'tiga', 'kuenya', 'cantik', 'responya', 'baik', 'dan', 'cpt', 'jatuh', 'cinta', 'dech', 'sama', 'toko', 'ini', 'kuenya', 'enak', 'aku', 'cocok']","['sumpah', 'kuenya', 'enak', 'banget', 'satu', 'tidak', 'terlalu', 'manis', 'pas', 'enak', 'dua', 'lembut', 'banget', 'bolunya', 'aku', 'suka', 'tiga', 'kuenya', 'cantik', 'respons', 'baik', 'dan', 'cepat', 'jatuh', 'cinta', 'deh', 'sama', 'toko', 'ini', 'kuenya', 'enak', 'aku', 'cocok']","['sumpah', 'kue', 'enak', 'banget', 'satu', 'tidak', 'terlalu', 'manis', 'pas', 'enak', 'dua', 'lembut', 'banget', 'bolu', 'aku', 'suka', 'tiga', 'kue', 'cantik', 'respons', 'baik', 'dan', 'cepat', 'jatuh', 'cinta', 'deh', 'sama', 'toko', 'ini', 'kue', 'enak', 'aku', 'cocok']",sumpah kue enak banget manis pas enak lembut banget bolu suka kue cantik respons cepat jatuh cinta deh toko kue enak cocok
pengalaman sy beli disini disuruh apa ditulis apa mau buru cepet selesai kerja akhirnya jd ceroboh,1,Negative,"['pengalaman', 'sy', 'beli', 'disini', 'disuruh', 'apa', 'ditulis', 'apa', 'mau', 'buru', 'cepet', 'selesai', 'kerja', 'akhirnya', 'jd', 'ceroboh']","['pengalaman', 'saya', 'beli', 'disini', 'disuruh', 'apa', 'ditulis', 'apa', 'mau', 'buru', 'cepat', 'selesai', 'kerja', 'akhirnya', 'jadi', 'ceroboh']","['alam', 'saya', 'beli', 'sini', 'suruh', 'apa', 'tulis', 'apa', 'mau', 'buru', 'cepat', 'selesai', 'kerja', 'akhir', 'jadi', 'ceroboh']",alam beli suruh tulis buru cepat selesai kerja ceroboh
enaakkk cantik kuenya wangi,5,Positive,"['enaakkk', 'cantik', 'kuenya', 'wangi']","['enaakkk', 'cantik', 'kuenya', 'wangi']","['enaakkk', 'cantik', 'kue', 'wangi']",enaakkk cantik kue wangi
yummy banget enak,5,Positive,"['yummy', 'banget', 'enak']","['yummy', 'banget', 'enak']","['yummy', 'banget', 'enak']",yummy banget enak
bolu kleponnya is the best,5,Positive,"['bolu', 'kleponnya', 'is', 'the', 'best']","['bolu', 'kleponnya', 'is', 'the', 'terbaik']","['bolu', 'klepon', 'is', 'the', 'baik']",bolu klepon is the
penjual responsif dan ramah pengiriman cepat kue nya enak banget wangi dan lembut mantab senang belanja disini makasih,5,Positive,"['penjual', 'responsif', 'dan', 'ramah', 'pengiriman', 'cepat', 'kue', 'nya', 'enak', 'banget', 'wangi', 'dan', 'lembut', 'mantab', 'senang', 'belanja', 'disini', 'makasih']","['penjual', 'responsif', 'dan', 'ramah', 'pengiriman', 'cepat', 'kue', 'nya', 'enak', 'banget', 'wangi', 'dan', 'lembut', 'mantap', 'senang', 'belanja', 'disini', 'terima kasih']","['jual', 'responsif', 'dan', 'ramah', 'kirim', 'cepat', 'kue', 'nya', 'enak', 'banget', 'wangi', 'dan', 'lembut', 'mantap', 'senang', 'belanja', 'sini', 'terima kasih']",jual responsif ramah kirim cepat kue nya enak banget wangi lembut mantap senang belanja terima kasih
enak banget rasanya pas,5,Positive,"['enak', 'banget', 'rasanya', 'pas']","['enak', 'banget', 'rasanya', 'pas']","['enak', 'banget', 'rasa', 'pas']",enak banget pas
enak kuenya pasti order lagi,5,Positive,"['enak', 'kuenya', 'pasti', 'order', 'lagi']","['enak', 'kuenya', 'pasti', 'beli', 'lagi']","['enak', 'kue', 'pasti', 'beli', 'lagi']",enak kue beli
kue nya enak manis nya pas lembut pesan   sore bisa dikirim bsk siangnya puas,5,Positive,"['kue', 'nya', 'enak', 'manis', 'nya', 'pas', 'lembut', 'pesan', 'sore', 'bisa', 'dikirim', 'bsk', 'siangnya', 'puas']","['kue', 'nya', 'enak', 'manis', 'nya', 'pas', 'lembut', 'pesan', 'sore', 'bisa', 'dikirim', 'besok', 'siangnya', 'puas']","['kue', 'nya', 'enak', 'manis', 'nya', 'pas', 'lembut', 'pesan', 'sore', 'bisa', 'kirim', 'besok', 'siang', 'puas']",kue nya enak manis nya pas lembut pesan sore kirim besok siang puas
beli untuk ulang tahun kakak saya dan kami sekeluarga suka banget dengan cakenya fresh manisnya pas cak,5,Positive,"['beli', 'untuk', 'ulang', 'tahun', 'kakak', 'saya', 'dan', 'kami', 'sekeluarga', 'suka', 'banget', 'dengan', 'cakenya', 'fresh', 'manisnya', 'pas', 'cak']","['beli', 'untuk', 'ulang', 'tahun', 'kakak', 'saya', 'dan', 'kami', 'sekeluarga', 'suka', 'banget', 'dengan', 'kue', 'segar', 'manis', 'pas', 'cak']","['beli', 'untuk', 'ulang', 'tahun', 'kakak', 'saya', 'dan', 'kami', 'keluarga', 'suka', 'banget', 'dengan', 'kue', 'segar', 'manis', 'pas', 'cak']",beli ulang kakak keluarga suka banget kue segar manis pas cak
kue jipangnya enak,5,Positive,"['kue', 'jipangnya', 'enak']","['kue', 'jipangnya', 'enak']","['kue', 'jipang', 'enak']",kue jipang enak
packing aman dan bagus,5,Positive,"['packing', 'aman', 'dan', 'bagus']","['pengemasan', 'aman', 'dan', 'bagus']","['emas', 'aman', 'dan', 'bagus']",emas aman bagus
packing luar biasa rapi buble sangat mantap ga nyesel order dsni,5,Positive,"['packing', 'luar', 'biasa', 'rapi', 'buble', 'sangat', 'mantap', 'ga', 'nyesel', 'order', 'dsni']","['pengemasan', 'luar', 'biasa', 'rapi', 'buble', 'sangat', 'mantap', 'tidak', 'menyesal', 'beli', 'disini']","['emas', 'luar', 'biasa', 'rapi', 'buble', 'sangat', 'mantap', 'tidak', 'sesal', 'beli', 'sini']",emas rapi buble mantap sesal beli
order sesuai pesanan,5,Positive,"['order', 'sesuai', 'pesanan']","['beli', 'sesuai', 'pesanan']","['beli', 'sesuai', 'pesan']",beli sesuai pesan
recommended seller keep up this good performance produk sesuai deskripsi packaging aman pakai dus rapi dan express seller sangat komunikatif dan responsif terima kasih seller sukses selalu pengiriman sangat cepat terima kasih kurir sicepat dan toped,5,Positive,"['recommended', 'seller', 'keep', 'up', 'this', 'good', 'performance', 'produk', 'sesuai', 'deskripsi', 'packaging', 'aman', 'pakai', 'dus', 'rapi', 'dan', 'express', 'seller', 'sangat', 'komunikatif', 'dan', 'responsif', 'terima', 'kasih', 'seller', 'sukses', 'selalu', 'pengiriman', 'sangat', 'cepat', 'terima', 'kasih', 'kurir', 'sicepat', 'dan', 'toped']","['recommended', 'seller', 'keep', 'up', 'ini', 'good', 'performa', 'produk', 'sesuai', 'deskripsi', 'pengemasan', 'aman', 'pakai', 'kardus', 'rapi', 'dan', 'express', 'seller', 'sangat', 'komunikatif', 'dan', 'responsif', 'terima', 'kasih', 'seller', 'sukses', 'selalu', 'pengiriman', 'sangat', 'cepat', 'terima', 'kasih', 'kurir', 'sicepat', 'dan', 'tokopedia']","['recommended', 'seller', 'keep', 'up', 'ini', 'good', 'performa', 'produk', 'sesuai', 'deskripsi', 'emas', 'aman', 'pakai', 'kardus', 'rapi', 'dan', 'express', 'seller', 'sangat', 'komunikatif', 'dan', 'responsif', 'terima', 'kasih', 'seller', 'sukses', 'selalu', 'kirim', 'sangat', 'cepat', 'terima', 'kasih', 'kurir', 'sicepat', 'dan', 'tokopedia']",recommended seller keep up good performa produk sesuai deskripsi emas aman pakai kardus rapi express seller komunikatif responsif terima kasih seller sukses kirim cepat terima kasih kurir sicepat tokopedia
pembelian kedua krn kuenya enak,5,Positive,"['pembelian', 'kedua', 'krn', 'kuenya', 'enak']","['pembelian', 'kedua', 'karena', 'kuenya', 'enak']","['beli', 'dua', 'karena', 'kue', 'enak']",beli kue enak
kuenya wangi sekali,5,Positive,"['kuenya', 'wangi', 'sekali']","['kuenya', 'wangi', 'sekali']","['kue', 'wangi', 'sekali']",kue wangi
enak lembut coklatnya berasa,5,Positive,"['enak', 'lembut', 'coklatnya', 'berasa']","['enak', 'lembut', 'coklatnya', 'berasa']","['enak', 'lembut', 'coklat', 'asa']",enak lembut coklat asa
baru pertama kali pesen puas banget dr segi pelayanan packing rasa pokoknya recomended,5,Positive,"['baru', 'pertama', 'kali', 'pesen', 'puas', 'banget', 'dr', 'segi', 'pelayanan', 'packing', 'rasa', 'pokoknya', 'recomended']","['baru', 'pertama', 'kali', 'pesan', 'puas', 'banget', 'dari', 'segi', 'pelayanan', 'pengemasan', 'rasa', 'pokoknya', 'rekomendasi']","['baru', 'pertama', 'kali', 'pesan', 'puas', 'banget', 'dari', 'segi', 'layan', 'emas', 'rasa', 'pokok', 'rekomendasi']",kali pesan puas banget segi layan emas pokok rekomendasi
ini marmer cake paling enak yg pernah kucoba,5,Positive,"['ini', 'marmer', 'cake', 'paling', 'enak', 'yg', 'pernah', 'kucoba']","['ini', 'marmer', 'kue', 'paling', 'enak', 'yang', 'pernah', 'kucoba']","['ini', 'marmer', 'kue', 'paling', 'enak', 'yang', 'pernah', 'coba']",marmer kue enak coba
rasanya enak dan empuk coklatnya jg banyak,5,Positive,"['rasanya', 'enak', 'dan', 'empuk', 'coklatnya', 'jg', 'banyak']","['rasanya', 'enak', 'dan', 'empuk', 'coklatnya', 'juga', 'banyak']","['rasa', 'enak', 'dan', 'empuk', 'coklat', 'juga', 'banyak']",enak empuk coklat
enak bngt rasanya,5,Positive,"['enak', 'bngt', 'rasanya']","['enak', 'banget', 'rasanya']","['enak', 'banget', 'rasa']",enak banget
rapi packnya kuenya enak,5,Positive,"['rapi', 'packnya', 'kuenya', 'enak']","['rapi', 'packnya', 'kuenya', 'enak']","['rapi', 'packnya', 'kue', 'enak']",rapi packnya kue enak
sukaa,5,Positive,['sukaa'],['sukaa'],['sukaa'],sukaa
recommended tart ultah pelayanan memuaskan,5,Positive,"['recommended', 'tart', 'ultah', 'pelayanan', 'memuaskan']","['recommended', 'tart', 'ultah', 'pelayanan', 'memuaskan']","['recommended', 'tart', 'ultah', 'layan', 'muas']",recommended tart ultah layan muas
respon sangaaat cepaat kue juga uenaaaak tenaan top baget pokoknya,5,Positive,"['respon', 'sangaaat', 'cepaat', 'kue', 'juga', 'uenaaaak', 'tenaan', 'top', 'baget', 'pokoknya']","['respons', 'sangaaat', 'cepaat', 'kue', 'juga', 'uenaaaak', 'tenaan', 'top', 'banget', 'pokoknya']","['respons', 'sangaaat', 'cepaat', 'kue', 'juga', 'uenaaaak', 'tenaan', 'top', 'banget', 'pokok']",respons sangaaat cepaat kue uenaaaak tenaan top banget pokok
ori bukan kaleng kaleng thanks,5,Positive,"['ori', 'bukan', 'kaleng', 'kaleng', 'thanks']","['asli', 'bukan', 'kaleng', 'kaleng', 'terima kasih']","['asli', 'bukan', 'kaleng', 'kaleng', 'terima kasih']",asli kaleng kaleng terima kasih
mantap om respon cepat sekali,5,Positive,"['mantap', 'om', 'respon', 'cepat', 'sekali']","['mantap', 'om', 'respons', 'cepat', 'sekali']","['mantap', 'om', 'respons', 'cepat', 'sekali']",mantap om respons cepat
mantap kue black forestnya coklatnya tajam dan tidak terlalu manis,5,Positive,"['mantap', 'kue', 'black', 'forestnya', 'coklatnya', 'tajam', 'dan', 'tidak', 'terlalu', 'manis']","['mantap', 'kue', 'black', 'forestnya', 'coklatnya', 'tajam', 'dan', 'tidak', 'terlalu', 'manis']","['mantap', 'kue', 'black', 'forestnya', 'coklat', 'tajam', 'dan', 'tidak', 'terlalu', 'manis']",mantap kue black forestnya coklat tajam manis
fast respon sesuai pesanan chocolate fudge rasanya mantap,5,Positive,"['fast', 'respon', 'sesuai', 'pesanan', 'chocolate', 'fudge', 'rasanya', 'mantap']","['cepat', 'respons', 'sesuai', 'pesanan', 'cokelat', 'fudge', 'rasanya', 'mantap']","['cepat', 'respons', 'sesuai', 'pesan', 'cokelat', 'fudge', 'rasa', 'mantap']",cepat respons sesuai pesan cokelat fudge mantap
responsive seller orangnya asik kuenya bagus packing rapi pengiriman sesuai waktu yang dijanjikan,5,Positive,"['responsive', 'seller', 'orangnya', 'asik', 'kuenya', 'bagus', 'packing', 'rapi', 'pengiriman', 'sesuai', 'waktu', 'yang', 'dijanjikan']","['responsif', 'seller', 'orangnya', 'asik', 'kuenya', 'bagus', 'pengemasan', 'rapi', 'pengiriman', 'sesuai', 'waktu', 'yang', 'dijanjikan']","['responsif', 'seller', 'orang', 'asik', 'kue', 'bagus', 'emas', 'rapi', 'kirim', 'sesuai', 'waktu', 'yang', 'janji']",responsif seller orang asik kue bagus emas rapi kirim sesuai janji
bintang  thank you,5,Positive,"['bintang', 'thank', 'you']","['bintang', 'terima kasih', 'kamu']","['bintang', 'terima kasih', 'kamu']",bintang terima kasih
order kedua sama bos ini ya sangat memuaskan sampe udah order ke  selang seminggu dari order pertama service nya bintang  kue nya hotel bintang ,5,Positive,"['order', 'kedua', 'sama', 'bos', 'ini', 'ya', 'sangat', 'memuaskan', 'sampe', 'udah', 'order', 'ke', 'selang', 'seminggu', 'dari', 'order', 'pertama', 'service', 'nya', 'bintang', 'kue', 'nya', 'hotel', 'bintang']","['beli', 'kedua', 'sama', 'bos', 'ini', 'ya', 'sangat', 'memuaskan', 'sampai', 'sudah', 'beli', 'ke', 'selang', 'seminggu', 'dari', 'beli', 'pertama', 'pelayanan', 'nya', 'bintang', 'kue', 'nya', 'hotel', 'bintang']","['beli', 'dua', 'sama', 'bos', 'ini', 'ya', 'sangat', 'muas', 'sampai', 'sudah', 'beli', 'ke', 'selang', 'minggu', 'dari', 'beli', 'pertama', 'layan', 'nya', 'bintang', 'kue', 'nya', 'hotel', 'bintang']",beli bos ya muas beli selang minggu beli layan nya bintang kue nya hotel bintang
really good quality  taste proses pengambilan jg sgt mudah harga oke banget,5,Positive,"['really', 'good', 'quality', 'taste', 'proses', 'pengambilan', 'jg', 'sgt', 'mudah', 'harga', 'oke', 'banget']","['really', 'good', 'kualitas', 'rasa', 'proses', 'pengambilan', 'juga', 'sangat', 'mudah', 'harga', 'oke', 'banget']","['really', 'good', 'kualitas', 'rasa', 'proses', 'ambil', 'juga', 'sangat', 'mudah', 'harga', 'oke', 'banget']",really good kualitas proses ambil mudah harga oke banget
puas sekali belanja disini,5,Positive,"['puas', 'sekali', 'belanja', 'disini']","['puas', 'sekali', 'belanja', 'disini']","['puas', 'sekali', 'belanja', 'sini']",puas belanja
enak siomaynya pengiriman cepat thankss,5,Positive,"['enak', 'siomaynya', 'pengiriman', 'cepat', 'thankss']","['enak', 'siomaynya', 'pengiriman', 'cepat', 'thankss']","['enak', 'siomaynya', 'kirim', 'cepat', 'thankss']",enak siomaynya kirim cepat thankss
seller nya komunikatif produk tiba on time packaging di sealed berlapis tampaknya enaaaak oiya tks bonus nya,5,Positive,"['seller', 'nya', 'komunikatif', 'produk', 'tiba', 'on', 'time', 'packaging', 'di', 'sealed', 'berlapis', 'tampaknya', 'enaaaak', 'oiya', 'tks', 'bonus', 'nya']","['seller', 'nya', 'komunikatif', 'produk', 'datang', 'on', 'waktu', 'pengemasan', 'di', 'sealed', 'berlapis', 'tampaknya', 'enaaaak', 'oiya', 'terima kasih', 'bonus', 'nya']","['seller', 'nya', 'komunikatif', 'produk', 'datang', 'on', 'waktu', 'emas', 'di', 'sealed', 'lap', 'tampak', 'enaaaak', 'oiya', 'terima kasih', 'bonus', 'nya']",seller nya komunikatif produk on emas sealed lap enaaaak oiya terima kasih bonus nya
siomaynya enak,5,Positive,"['siomaynya', 'enak']","['siomaynya', 'enak']","['siomaynya', 'enak']",siomaynya enak
produk bagus siomay enak penjual sangat responsif terima kasih ya,5,Positive,"['produk', 'bagus', 'siomay', 'enak', 'penjual', 'sangat', 'responsif', 'terima', 'kasih', 'ya']","['produk', 'bagus', 'siomay', 'enak', 'penjual', 'sangat', 'responsif', 'terima', 'kasih', 'ya']","['produk', 'bagus', 'siomay', 'enak', 'jual', 'sangat', 'responsif', 'terima', 'kasih', 'ya']",produk bagus siomay enak jual responsif terima kasih ya
sushi nya enak dan cantik anak saya senang sekali,5,Positive,"['sushi', 'nya', 'enak', 'dan', 'cantik', 'anak', 'saya', 'senang', 'sekali']","['sushi', 'nya', 'enak', 'dan', 'cantik', 'anak', 'saya', 'senang', 'sekali']","['sushi', 'nya', 'enak', 'dan', 'cantik', 'anak', 'saya', 'senang', 'sekali']",sushi nya enak cantik anak senang
mantab jiwaaaa sampe pas bgt wktny,5,Positive,"['mantab', 'jiwaaaa', 'sampe', 'pas', 'bgt', 'wktny']","['mantap', 'jiwaaaa', 'sampai', 'pas', 'banget', 'waktunya']","['mantap', 'jiwaaaa', 'sampai', 'pas', 'banget', 'waktu']",mantap jiwaaaa pas banget
enak sushinya tp kebanyakan sushi ukuran gede jd gk cocok sama porsi anak,5,Positive,"['enak', 'sushinya', 'tp', 'kebanyakan', 'sushi', 'ukuran', 'gede', 'jd', 'gk', 'cocok', 'sama', 'porsi', 'anak']","['enak', 'sushinya', 'tapi', 'kebanyakan', 'sushi', 'ukuran', 'besar', 'jadi', 'tidak', 'cocok', 'sama', 'porsi', 'anak']","['enak', 'sushinya', 'tapi', 'banyak', 'sushi', 'ukur', 'besar', 'jadi', 'tidak', 'cocok', 'sama', 'porsi', 'anak']",enak sushinya sushi ukur cocok porsi anak
penjual ramah banget mengerti keinginan customer dan sesuai dengan pesanan rasa sushi nya enak fresh design nya unik dan bisa jadi pengganti kue ulang tahun juga jadi nggak bosen thanks sist,5,Positive,"['penjual', 'ramah', 'banget', 'mengerti', 'keinginan', 'customer', 'dan', 'sesuai', 'dengan', 'pesanan', 'rasa', 'sushi', 'nya', 'enak', 'fresh', 'design', 'nya', 'unik', 'dan', 'bisa', 'jadi', 'pengganti', 'kue', 'ulang', 'tahun', 'juga', 'jadi', 'nggak', 'bosen', 'thanks', 'sist']","['penjual', 'ramah', 'banget', 'mengerti', 'keinginan', 'pelanggan', 'dan', 'sesuai', 'dengan', 'pesanan', 'rasa', 'sushi', 'nya', 'enak', 'segar', 'desain', 'nya', 'unik', 'dan', 'bisa', 'jadi', 'pengganti', 'kue', 'ulang', 'tahun', 'juga', 'jadi', 'nggak', 'bosan', 'terima kasih', 'saudara']","['jual', 'ramah', 'banget', 'erti', 'ingin', 'langgan', 'dan', 'sesuai', 'dengan', 'pesan', 'rasa', 'sushi', 'nya', 'enak', 'segar', 'desain', 'nya', 'unik', 'dan', 'bisa', 'jadi', 'ganti', 'kue', 'ulang', 'tahun', 'juga', 'jadi', 'nggak', 'bosan', 'terima kasih', 'saudara']",jual ramah banget erti langgan sesuai pesan sushi nya enak segar desain nya unik ganti kue ulang nggak bosan terima kasih saudara
enakkk makasih,5,Positive,"['enakkk', 'makasih']","['enakkk', 'terima kasih']","['enakkk', 'terima kasih']",enakkk terima kasih
